|||||||||||||
Nivel|Agrupador|Apl|MP|MS|ID_Gasto|Descripcion Gasto|Nombre de la cuenta y/o subcuenta Forseti|Nombre de la cuenta y/o subcuenta SAT|Cuenta Forseti|Nat|Acum|Enl|Var
2|253.17|1|G|G|X|X|Derechos fiduciarios|Derechos fiduciarios|2530170000000000000|A|0|X|X
2|253.18|1|G|G|X|X|Otros cobros anticipados|Otros cobros anticipados|2530180000000000000|A|0|X|X
1|254|1|G|G|X|X|Instrumentos financieros a largo plazo|Instrumentos financieros a largo plazo|2540000000000000000|A|1|X|X
2|254.01|1|G|G|X|X|Instrumentos financieros a largo plazo|Instrumentos financieros a largo plazo|2540010000000000000|A|0|X|X
1|255|1|G|G|X|X|Pasivos por beneficios a los empleados a largo plazo|Pasivos por beneficios a los empleados a largo plazo|2550000000000000000|A|1|X|X
2|255.01|1|G|G|X|X|Pasivos por beneficios a los empleados a largo plazo|Pasivos por beneficios a los empleados a largo plazo|2550010000000000000|A|0|X|X
1|256|1|G|G|X|X|Otros pasivos a largo plazo|Otros pasivos a largo plazo|2560000000000000000|A|1|X|X
2|256.01|1|G|G|X|X|Otros pasivos a largo plazo|Otros pasivos a largo plazo|2560010000000000000|A|0|X|X
1|257|1|G|G|X|X|Participación de los trabajadores en las utilidades diferida|Participación de los trabajadores en las utilidades diferida|2570000000000000000|A|1|X|X
2|257.01|1|G|G|X|X|Participación de los trabajadores en las utilidades diferida|Participación de los trabajadores en las utilidades diferida|2570010000000000000|A|0|X|X
1|258|1|G|G|X|X|Obligaciones contraídas de fideicomisos|Obligaciones contraídas de fideicomisos|2580000000000000000|A|1|X|X
2|258.01|1|G|G|X|X|Obligaciones contraídas de fideicomisos|Obligaciones contraídas de fideicomisos|2580010000000000000|A|0|X|X
1|259|1|G|G|X|X|Impuestos diferidos|Impuestos diferidos|2590000000000000000|A|1|X|X
2|259.01|1|G|G|X|X|ISR diferido|ISR diferido|2590010000000000000|A|0|X|X
2|259.02|1|G|G|X|X|ISR por dividendo diferido|ISR por dividendo diferido|2590020000000000000|A|0|X|X
2|259.03|1|G|G|X|X|Otros impuestos diferidos|Otros impuestos diferidos|2590030000000000000|A|0|X|X
1|260|1|G|G|X|X|Pasivos diferidos|Pasivos diferidos|2600000000000000000|A|1|X|X
2|260.01|1|G|G|X|X|Pasivos diferidos|Pasivos diferidos|2600010000000000000|A|0|X|X
|||||||Capital|Capital|||||
1|301|1|G|G|X|X|Capital social|Capital social|3010000000000000000|A|1|X|X
2|301.01|1|G|G|X|X|Capital fijo|Capital fijo|3010010000000000000|A|0|X|X
2|301.02|1|G|G|X|X|Capital variable|Capital variable|3010020000000000000|A|0|X|X
2|301.03|1|G|G|X|X|Aportaciones para futuros aumentos de capital|Aportaciones para futuros aumentos de capital|3010030000000000000|A|0|X|X
2|301.04|1|G|G|X|X|Prima en suscripción de acciones|Prima en suscripción de acciones|3010040000000000000|A|0|X|X
2|301.05|1|G|G|X|X|Prima en suscripción de partes sociales|Prima en suscripción de partes sociales|3010050000000000000|A|0|X|X
1|302|1|G|G|X|X|Patrimonio|Patrimonio|3020000000000000000|A|1|X|X
2|302.01|1|G|G|X|X|Patrimonio|Patrimonio|3020010000000000000|A|0|X|X
2|302.02|1|G|G|X|X|Aportación patrimonial|Aportación patrimonial|3020020000000000000|A|0|X|X
2|302.03|1|G|G|X|X|Déficit o remanente del ejercicio|Déficit o remanente del ejercicio|3020030000000000000|A|0|X|X
1|303|1|G|G|X|X|Reserva legal|Reserva legal|3030000000000000000|A|1|X|X
2|303.01|1|G|G|X|X|Reserva legal|Reserva legal|3030010000000000000|A|0|X|X
1|304|1|G|G|X|X|Resultado de ejercicios anteriores|Resultado de ejercicios anteriores|3040000000000000000|A|1|X|X
2|304.01|1|G|G|X|X|Utilidad de ejercicios anteriores|Utilidad de ejercicios anteriores|3040010000000000000|A|0|X|X
2|304.02|1|G|G|X|X|Pérdida de ejercicios anteriores|Pérdida de ejercicios anteriores|3040020000000000000|D|0|X|X
2|304.03|1|G|G|X|X|Resultado integral de ejercicios anteriores|Resultado integral de ejercicios anteriores|3040030000000000000|A|0|X|X
2|304.04|1|G|G|X|X|Déficit o remanente de ejercicio anteriores|Déficit o remanente de ejercicio anteriores|3040040000000000000|A|0|X|X
1|305|1|G|G|X|X|Resultado del ejercicio|Resultado del ejercicio|3050000000000000000|A|1|X|X
2|305.01|1|G|G|X|X|Utilidad del ejercicio|Utilidad del ejercicio|3050010000000000000|A|0|X|X
2|305.02|1|G|G|X|X|Pérdida del ejercicio|Pérdida del ejercicio|3050020000000000000|D|0|X|X
2|305.03|1|G|G|X|X|Resultado integral|Resultado integral|3050030000000000000|A|0|X|X
1|306|1|G|G|X|X|Otras cuentas de capital|Otras cuentas de capital|3060000000000000000|A|1|X|X
2|306.01|1|G|G|X|X|Otras cuentas de capital|Otras cuentas de capital|3060010000000000000|A|0|X|X
|||||||Resultados|Resultados|||||
|||||||Ventas e Ingresos|Ventas e Ingresos|||||
1|401|1|G|G|X|X|Ingresos|Ingresos|4010000000000000000|A|1|X|X
2|401.01|1|G|G|X|X|Ventas y/o servicios gravados a la tasa general|Ventas y/o servicios gravados a la tasa general|4010010000000000000|A|0|X|X
2|401.02|1|G|G|X|X|Ventas y/o servicios gravados a la tasa general de contado|Ventas y/o servicios gravados a la tasa general de contado|4010020000000000000|A|0|X|CC_VENCONT
2|401.03|1|G|G|X|X|Ventas y/o servicios gravados a la tasa general a crédito|Ventas y/o servicios gravados a la tasa general a crédito|4010030000000000000|A|0|X|CC_VEN
2|401.04|0|G|G|X|X|Ventas y/o servicios gravados al 0%|Ventas y/o servicios gravados al 0%|4010040000000000000|A|0|X|X
2|401.05|0|G|G|X|X|Ventas y/o servicios gravados al 0% de contado|Ventas y/o servicios gravados al 0% de contado|4010050000000000000|A|0|X|X
2|401.06|0|G|G|X|X|Ventas y/o servicios gravados al 0% a crédito|Ventas y/o servicios gravados al 0% a crédito|4010060000000000000|A|0|X|X
2|401.07|0|G|G|X|X|Ventas y/o servicios exentos|Ventas y/o servicios exentos|4010070000000000000|A|0|X|X
2|401.08|0|G|G|X|X|Ventas y/o servicios exentos de contado|Ventas y/o servicios exentos de contado|4010080000000000000|A|0|X|X
2|401.09|0|G|G|X|X|Ventas y/o servicios exentos a crédito|Ventas y/o servicios exentos a crédito|4010090000000000000|A|0|X|X
2|401.1|0|G|G|X|X|Ventas y/o servicios gravados a la tasa general nacionales partes relacionadas|Ventas y/o servicios gravados a la tasa general nacionales partes relacionadas|4010100000000000000|A|0|X|X
2|401.11|0|G|G|X|X|Ventas y/o servicios gravados a la tasa general extranjeros partes relacionadas|Ventas y/o servicios gravados a la tasa general extranjeros partes relacionadas|4010110000000000000|A|0|X|X
2|401.12|0|G|G|X|X|Ventas y/o servicios gravados al 0% nacionales partes relacionadas|Ventas y/o servicios gravados al 0% nacionales partes relacionadas|4010120000000000000|A|0|X|X
2|401.13|0|G|G|X|X|Ventas y/o servicios gravados al 0% extranjeros partes relacionadas|Ventas y/o servicios gravados al 0% extranjeros partes relacionadas|4010130000000000000|A|0|X|X
2|401.14|0|G|G|X|X|Ventas y/o servicios exentos nacionales partes relacionadas|Ventas y/o servicios exentos nacionales partes relacionadas|4010140000000000000|A|0|X|X
2|401.15|0|G|G|X|X|Ventas y/o servicios exentos extranjeros partes relacionadas|Ventas y/o servicios exentos extranjeros partes relacionadas|4010150000000000000|A|0|X|X
2|401.16|1|G|G|X|X|Ingresos por servicios administrativos|Ingresos por servicios administrativos|4010160000000000000|A|0|X|X
2|401.17|0|G|G|X|X|Ingresos por servicios administrativos nacionales partes relacionadas|Ingresos por servicios administrativos nacionales partes relacionadas|4010170000000000000|A|0|X|X
2|401.18|0|G|G|X|X|Ingresos por servicios administrativos extranjeros partes relacionadas|Ingresos por servicios administrativos extranjeros partes relacionadas|4010180000000000000|A|0|X|X
2|401.19|1|G|G|X|X|Ingresos por servicios profesionales|Ingresos por servicios profesionales|4010190000000000000|A|0|X|X
2|401.2|0|G|G|X|X|Ingresos por servicios profesionales nacionales partes relacionadas|Ingresos por servicios profesionales nacionales partes relacionadas|4010200000000000000|A|0|X|X
2|401.21|0|G|G|X|X|Ingresos por servicios profesionales extranjeros partes relacionadas|Ingresos por servicios profesionales extranjeros partes relacionadas|4010210000000000000|A|0|X|X
2|401.22|1|G|G|X|X|Ingresos por arrendamiento|Ingresos por arrendamiento|4010220000000000000|A|0|X|X
2|401.23|0|G|G|X|X|Ingresos por arrendamiento nacionales partes relacionadas|Ingresos por arrendamiento nacionales partes relacionadas|4010230000000000000|A|0|X|X
2|401.24|0|G|G|X|X|Ingresos por arrendamiento extranjeros partes relacionadas|Ingresos por arrendamiento extranjeros partes relacionadas|4010240000000000000|A|0|X|X
2|401.25|1|G|G|X|X|Ingresos por exportación|Ingresos por exportación|4010250000000000000|A|0|X|X
2|401.26|1|G|G|X|X|Ingresos por comisiones|Ingresos por comisiones|4010260000000000000|A|0|X|X
2|401.27|1|G|G|X|X|Ingresos por maquila|Ingresos por maquila|4010270000000000000|A|0|X|X
2|401.28|1|G|G|X|X|Ingresos por coordinados|Ingresos por coordinados|4010280000000000000|A|0|X|X
2|401.29|1|G|G|X|X|Ingresos por regalías|Ingresos por regalías|4010290000000000000|A|0|X|X
2|401.3|1|G|G|X|X|Ingresos por asistencia técnica|Ingresos por asistencia técnica|4010300000000000000|A|0|X|X
2|401.31|1|G|G|X|X|Ingresos por donativos|Ingresos por donativos|4010310000000000000|A|0|X|X
2|401.32|1|G|G|X|X|Ingresos por intereses (actividad propia)|Ingresos por intereses (actividad propia)|4010320000000000000|A|0|X|X
2|401.33|1|G|G|X|X|Ingresos de copropiedad|Ingresos de copropiedad|4010330000000000000|A|0|X|X
2|401.34|1|G|G|X|X|Ingresos por fideicomisos|Ingresos por fideicomisos|4010340000000000000|A|0|X|X
2|401.35|1|G|G|X|X|Ingresos por factoraje financiero|Ingresos por factoraje financiero|4010350000000000000|A|0|X|X
2|401.36|1|G|G|X|X|Ingresos por arrendamiento financiero|Ingresos por arrendamiento financiero|4010360000000000000|A|0|X|X
2|401.37|1|G|G|X|X|Ingresos de extranjeros con establecimiento en el país|Ingresos de extranjeros con establecimiento en el país|4010370000000000000|A|0|X|X
2|401.38|1|G|G|X|X|Otros ingresos propios|Otros ingresos propios|4010380000000000000|A|0|X|X
1|402|1|G|G|X|X|Devoluciones, descuentos o bonificaciones sobre ingresos|Devoluciones, descuentos o bonificaciones sobre ingresos|4020000000000000000|D|1|X|X
2|402.01|1|G|G|X|X|Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios|Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios a la tasa general|4020010000000000000|D|0|X|CC_DSVCONT;CC_DSV
2|402.02|0|G|G|X|X|Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios al 0%|Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios al 0%|4020020000000000000|D|0|X|X
2|402.03|0|G|G|X|X|Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios exentos|Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios exentos|4020030000000000000|D|0|X|X
2|402.04|0|G|G|X|X|Devoluciones, descuentos o bonificaciones de otros ingresos|Devoluciones, descuentos o bonificaciones de otros ingresos|4020040000000000000|D|0|X|X
1|403|0|G|G|X|X|Otros ingresos|Otros ingresos|4030000000000000000|A|1|X|X
2|403.01|0|G|G|X|X|Otros Ingresos|Otros Ingresos|4030010000000000000|A|0|X|X
2|403.02|0|G|G|X|X|Otros ingresos nacionales parte relacionada|Otros ingresos nacionales parte relacionada|4030020000000000000|A|0|X|X
2|403.03|0|G|G|X|X|Otros ingresos extranjeros parte relacionada|Otros ingresos extranjeros parte relacionada|4030030000000000000|A|0|X|X
2|403.04|0|G|G|X|X|Ingresos por operaciones discontinuas|Ingresos por operaciones discontinuas|4030040000000000000|A|0|X|X
2|403.05|0|G|G|X|X|Ingresos por condonación de adeudo|Ingresos por condonación de adeudo|4030050000000000000|A|0|X|X
|||||||Compras y Costos|Compras y Costos|||||
1|501|1|G|G|X|X|Costo de venta y/o servicio|Costo de venta y/o servicio|5010000000000000000|D|1|X|X
2|501.01|1|G|G|X|X|Costo de venta|Costo de venta|5010010000000000000|D|0|50;2|X
2|501.02|1|G|G|X|X|Costo de servicios (Mano de obra)|Costo de servicios (Mano de obra)|5010020000000000000|D|0|X|X
2|501.03|1|G|G|X|X|Materia prima directa|Materia prima directa utilizada para la producción|5010030000000000000|D|0|1;53|X
2|501.04|0|G|G|X|X|Materia prima consumida en el proceso productivo|Materia prima consumida en el proceso productivo|5010040000000000000|D|0|X|X
2|501.05|0|G|G|X|X|Mano de obra directa consumida|Mano de obra directa consumida|5010050000000000000|D|0|X|X
2|501.06|0|G|G|X|X|Mano de obra directa|Mano de obra directa|5010060000000000000|D|0|X|X
2|501.07|1|P|G|X|X|Cargos indirectos de producción|Cargos indirectos de producción|5010070000000000000|D|0|X|X
2|501.08|1|G|G|X|X|Otros conceptos de costo|Otros conceptos de costo|5010080000000000000|D|1|X|X
2|501.08|1|G|G|X|X|Chequeo físico de mas|X|5010080010000000000|D|0|149|X
2|501.08|1|G|G|X|X|Chequeo físico de menos|X|5010080020000000000|D|0|199|X
1|502|1|G|G|X|X|Compras|Compras|5020000000000000000|D|1|X|X
2|502.01|1|G|G|X|X|Compras nacionales|Compras nacionales|5020010000000000000|D|0|X|CC_COMCONT;CC_COMP
2|502.02|0|G|G|X|X|Compras nacionales parte relacionada|Compras nacionales parte relacionada|5020020000000000000|D|0|X|X
2|502.03|1|G|G|X|X|Compras de Importación|Compras de Importación|5020030000000000000|D|0|X|X
2|502.04|0|G|G|X|X|Compras de Importación partes relacionadas|Compras de Importación partes relacionadas|5020040000000000000|D|0|X|X
1|503|1|G|G|X|X|Devoluciones, descuentos o bonificaciones sobre compras|Devoluciones, descuentos o bonificaciones sobre compras|5030000000000000000|A|1|X|X
2|503.01|1|G|G|X|X|Devoluciones, descuentos o bonificaciones sobre compras|Devoluciones, descuentos o bonificaciones sobre compras|5030010000000000000|A|0|X|CC_DSCCONT;CC_DSC
1|504|1|G|G|X|X|Otras cuentas de costos|Otras cuentas de costos|5040000000000000000|D|1|X|X
2|504.01|1|P|G|X|X|Gastos indirectos de fabricación|Gastos indirectos de fabricación|5040010000000000000|D|0|X|X
2|504.02|0|P|G|X|X|Gastos indirectos de fabricación de partes relacionadas nacionales|Gastos indirectos de fabricación de partes relacionadas nacionales|5040020000000000000|D|0|X|X
2|504.03|0|P|G|X|X|Gastos indirectos de fabricación de partes relacionadas extranjeras|Gastos indirectos de fabricación de partes relacionadas extranjeras|5040030000000000000|D|0|X|X
2|504.04|1|G|G|X|X|Otras cuentas de costos incurridos|Otras cuentas de costos incurridos|5040040000000000000|D|0|X|X
2|504.05|0|G|G|X|X|Otras cuentas de costos incurridos con partes relacionadas nacionales|Otras cuentas de costos incurridos con partes relacionadas nacionales|5040050000000000000|D|0|X|X
2|504.06|0|G|G|X|X|Otras cuentas de costos incurridos con partes relacionadas extranjeras|Otras cuentas de costos incurridos con partes relacionadas extranjeras|5040060000000000000|D|0|X|X
2|504.07|1|G|G|X|X|Depreciación de edificios|Depreciación de edificios|5040070000000000000|A|0|X|X
2|504.08|1|G|G|X|X|Depreciación de maquinaria y equipo|Depreciación de maquinaria y equipo|5040080000000000000|A|0|X|X
2|504.09|1|G|G|X|X|Depreciación de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques|Depreciación de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques|5040090000000000000|A|0|X|X
2|504.1|1|G|G|X|X|Depreciación de mobiliario y equipo de oficina|Depreciación de mobiliario y equipo de oficina|5040100000000000000|A|0|X|X
2|504.11|1|G|G|X|X|Depreciación de equipo de cómputo|Depreciación de equipo de cómputo|5040110000000000000|A|0|X|X
2|504.12|1|G|G|X|X|Depreciación de equipo de comunicación|Depreciación de equipo de comunicación|5040120000000000000|A|0|X|X
2|504.13|1|G|G|X|X|Depreciación de activos biológicos, vegetales y semovientes|Depreciación de activos biológicos, vegetales y semovientes|5040130000000000000|A|0|X|X
2|504.14|1|G|G|X|X|Depreciación de otros activos fijos|Depreciación de otros activos fijos|5040140000000000000|A|0|X|X
2|504.15|0|G|G|X|X|Depreciación de ferrocarriles|Depreciación de ferrocarriles|5040150000000000000|A|0|X|X
2|504.16|0|G|G|X|X|Depreciación de embarcaciones|Depreciación de embarcaciones|5040160000000000000|A|0|X|X
2|504.17|0|G|G|X|X|Depreciación de aviones|Depreciación de aviones|5040170000000000000|A|0|X|X
2|504.18|1|G|G|X|X|Depreciación de troqueles, moldes, matrices y herramental|Depreciación de troqueles, moldes, matrices y herramental|5040180000000000000|A|0|X|X
2|504.19|1|G|G|X|X|Depreciación de equipo de comunicaciones telefónicas|Depreciación de equipo de comunicaciones telefónicas|5040190000000000000|A|0|X|X
2|504.2|1|G|G|X|X|Depreciación de equipo de comunicación satelital|Depreciación de equipo de comunicación satelital|5040200000000000000|A|0|X|X
2|504.21|1|G|G|X|X|Depreciación de equipo de adaptaciones para personas con capacidades diferentes|Depreciación de equipo de adaptaciones para personas con capacidades diferentes|5040210000000000000|A|0|X|X
2|504.22|0|G|G|X|X|Depreciación de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente|Depreciación de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente|5040220000000000000|A|0|X|X
2|504.23|1|G|G|X|X|Depreciación de adaptaciones y mejoras|Depreciación de adaptaciones y mejoras|5040230000000000000|A|0|X|X
2|504.24|1|G|G|X|X|Depreciación de otra maquinaria y equipo|Depreciación de otra maquinaria y equipo|5040240000000000000|A|0|X|X
2|504.25|1|G|G|X|X|Otras cuentas de costos|Otras cuentas de costos|5040250000000000000|D|0|X|X
1|505|1|G|G|X|X|Costo de activo fijo|Costo de activo fijo|5050000000000000000|D|0|X|X
2|505.01|1|G|G|X|X|Costo por venta de activo fijo|Costo por venta de activo fijo|5050010000000000000|D|0|X|X
2|505.01|1|G|G|X|X|Costo por baja de activo fijo|Costo por baja de activo fijo|5050020000000000000|D|0|X|X
|||||||Gastos de Operación|Gastos de Operación|||||
1|601|1|G|G|X|X| Gastos generales| Gastos generales|6010000000000000000|D|1|X|X
2|601.01|0|G|G|X|X| Sueldos y salarios| Sueldos y salarios|6010010000000000000|D|0|X|X
2|601.02|0|G|G|X|X| Compensaciones| Compensaciones|6010020000000000000|D|0|X|X
2|601.03|0|G|G|X|X| Tiempos extras| Tiempos extras|6010030000000000000|D|0|X|X
2|601.04|0|G|G|X|X| Premios de asistencia| Premios de asistencia|6010040000000000000|D|0|X|X
2|601.05|0|G|G|X|X| Premios de puntualidad| Premios de puntualidad|6010050000000000000|D|0|X|X
2|601.06|0|G|G|X|X| Vacaciones| Vacaciones|6010060000000000000|D|0|X|X
2|601.07|0|G|G|X|X| Prima vacacional| Prima vacacional|6010070000000000000|D|0|X|X
2|601.08|0|G|G|X|X| Prima dominical| Prima dominical|6010080000000000000|D|0|X|X
2|601.09|0|G|G|X|X| Días festivos| Días festivos|6010090000000000000|D|0|X|X
2|601.1|0|G|G|X|X| Gratificaciones| Gratificaciones|6010100000000000000|D|0|X|X
2|601.11|0|G|G|X|X| Primas de antigüedad| Primas de antigüedad|6010110000000000000|D|0|X|X
2|601.12|0|G|G|X|X| Aguinaldo| Aguinaldo|6010120000000000000|D|0|X|X
2|601.13|0|G|G|X|X| Indemnizaciones| Indemnizaciones|6010130000000000000|D|0|X|X
2|601.14|0|G|G|X|X| Destajo| Destajo|6010140000000000000|D|0|X|X
2|601.15|0|G|G|X|X| Despensa| Despensa|6010150000000000000|D|0|X|X
2|601.16|0|G|G|X|X| Transporte| Transporte|6010160000000000000|D|0|X|X
2|601.17|0|G|G|X|X| Servicio médico| Servicio médico|6010170000000000000|D|0|X|X
2|601.18|0|G|G|X|X| Ayuda en gastos funerarios| Ayuda en gastos funerarios|6010180000000000000|D|0|X|X
2|601.19|0|G|G|X|X| Fondo de ahorro| Fondo de ahorro|6010190000000000000|D|0|X|X
2|601.2|0|G|G|X|X| Cuotas sindicales| Cuotas sindicales|6010200000000000000|D|0|X|X
2|601.21|0|G|G|X|X| PTU| PTU|6010210000000000000|D|0|X|X
2|601.22|0|G|G|X|X| Estímulo al personal| Estímulo al personal|6010220000000000000|D|0|X|X
2|601.23|0|G|G|X|X| Previsión social| Previsión social|6010230000000000000|D|0|X|X
2|601.24|0|G|G|X|X| Aportaciones para el plan de jubilación| Aportaciones para el plan de jubilación|6010240000000000000|D|0|X|X
2|601.25|0|G|G|X|X| Otras prestaciones al personal| Otras prestaciones al personal|6010250000000000000|D|0|X|X
2|601.26|0|G|G|X|X| Cuotas al IMSS| Cuotas al IMSS|6010260000000000000|D|0|X|X
2|601.27|0|G|G|X|X| Aportaciones al infonavit| Aportaciones al infonavit|6010270000000000000|D|0|X|X
2|601.28|0|G|G|X|X| Aportaciones al SAR| Aportaciones al SAR|6010280000000000000|D|0|X|X
2|601.29|0|G|G|X|X| Impuesto estatal sobre nóminas| Impuesto estatal sobre nóminas|6010290000000000000|D|0|X|X
2|601.3|0|G|G|X|X| Otras aportaciones| Otras aportaciones|6010300000000000000|D|0|X|X
2|601.31|0|G|G|X|X| Asimilados a salarios| Asimilados a salarios|6010310000000000000|D|0|X|X
2|601.32|0|G|G|X|X| Servicios administrativos| Servicios administrativos|6010320000000000000|D|0|X|X
2|601.33|0|G|G|X|X| Servicios administrativos partes relacionadas| Servicios administrativos partes relacionadas|6010330000000000000|D|0|X|X
2|601.34|0|G|G|X|X| Honorarios a personas físicas residentes nacionales| Honorarios a personas físicas residentes nacionales|6010340000000000000|D|0|X|X
2|601.35|0|G|G|X|X| Honorarios a personas físicas residentes nacionales partes relacionadas| Honorarios a personas físicas residentes nacionales partes relacionadas|6010350000000000000|D|0|X|X
2|601.36|0|G|G|X|X| Honorarios a personas físicas residentes del extranjero| Honorarios a personas físicas residentes del extranjero|6010360000000000000|D|0|X|X
2|601.37|0|G|G|X|X| Honorarios a personas físicas residentes del extranjero partes relacionadas| Honorarios a personas físicas residentes del extranjero partes relacionadas|6010370000000000000|D|0|X|X
2|601.38|0|G|G|X|X| Honorarios a personas morales residentes nacionales| Honorarios a personas morales residentes nacionales|6010380000000000000|D|0|X|X
2|601.39|0|G|G|X|X| Honorarios a personas morales residentes nacionales partes relacionadas| Honorarios a personas morales residentes nacionales partes relacionadas|6010390000000000000|D|0|X|X
2|601.4|0|G|G|X|X| Honorarios a personas morales residentes del extranjero| Honorarios a personas morales residentes del extranjero|6010400000000000000|D|0|X|X
2|601.41|0|G|G|X|X| Honorarios a personas morales residentes del extranjero partes relacionadas| Honorarios a personas morales residentes del extranjero partes relacionadas|6010410000000000000|D|0|X|X
2|601.42|0|G|G|X|X| Honorarios aduanales personas físicas| Honorarios aduanales personas físicas|6010420000000000000|D|0|X|X
2|601.43|0|G|G|X|X| Honorarios aduanales personas morales| Honorarios aduanales personas morales|6010430000000000000|D|0|X|X
2|601.44|0|G|G|X|X| Honorarios al consejo de administración| Honorarios al consejo de administración|6010440000000000000|D|0|X|X
2|601.45|0|G|G|X|X|Arrendamiento a personas físicas residentes nacionales|Arrendamiento a personas físicas residentes nacionales|6010450000000000000|D|0|X|X
2|601.46|0|G|G|X|X|Arrendamiento a personas morales residentes nacionales|Arrendamiento a personas morales residentes nacionales|6010460000000000000|D|0|X|X
2|601.47|0|G|G|X|X|Arrendamiento a residentes del extranjero|Arrendamiento a residentes del extranjero|6010470000000000000|D|0|X|X
2|601.48|0|G|G|X|X|Combustibles y lubricantes|Combustibles y lubricantes|6010480000000000000|D|0|X|X
2|601.49|0|G|G|X|X|Viáticos y gastos de viaje|Viáticos y gastos de viaje|6010490000000000000|D|0|X|X
2|601.5|0|G|G|X|X|Teléfono, internet|Teléfono, internet|6010500000000000000|D|0|X|X
2|601.51|0|G|G|X|X|Agua|Agua|6010510000000000000|D|0|X|X
2|601.52|0|G|G|X|X|Energía eléctrica|Energía eléctrica|6010520000000000000|D|0|X|X
2|601.53|0|G|G|X|X|Vigilancia y seguridad|Vigilancia y seguridad|6010530000000000000|D|0|X|X
2|601.54|0|G|G|X|X|Limpieza|Limpieza|6010540000000000000|D|0|X|X
2|601.55|0|G|G|X|X|Papelería y artículos de oficina|Papelería y artículos de oficina|6010550000000000000|D|0|X|X
2|601.56|0|G|G|X|X|Mantenimiento y conservación|Mantenimiento y conservación|6010560000000000000|D|0|X|X
2|601.57|0|G|G|X|X|Seguros y fianzas|Seguros y fianzas|6010570000000000000|D|0|X|X
2|601.58|0|G|G|X|X|Otros impuestos y derechos|Otros impuestos y derechos|6010580000000000000|D|0|X|X
2|601.59|0|G|G|X|X|Recargos fiscales|Recargos fiscales|6010590000000000000|D|0|X|X
2|601.6|0|G|G|X|X|Cuotas y suscripciones|Cuotas y suscripciones|6010600000000000000|D|0|X|X
2|601.61|0|G|G|X|X|Propaganda y publicidad|Propaganda y publicidad|6010610000000000000|D|0|X|X
2|601.62|0|G|G|X|X|Capacitación al personal|Capacitación al personal|6010620000000000000|D|0|X|X
2|601.63|0|G|G|X|X|Donativos y ayudas|Donativos y ayudas|6010630000000000000|D|0|X|X
2|601.64|0|G|G|X|X|Asistencia técnica|Asistencia técnica|6010640000000000000|D|0|X|X
2|601.65|0|G|G|X|X|Regalías sujetas a otros porcentajes|Regalías sujetas a otros porcentajes|6010650000000000000|D|0|X|X
2|601.66|0|G|G|X|X|Regalías sujetas al 5%|Regalías sujetas al 5%|6010660000000000000|D|0|X|X
2|601.67|0|G|G|X|X|Regalías sujetas al 10%|Regalías sujetas al 10%|6010670000000000000|D|0|X|X
2|601.68|0|G|G|X|X|Regalías sujetas al 15%|Regalías sujetas al 15%|6010680000000000000|D|0|X|X
2|601.69|0|G|G|X|X|Regalías sujetas al 25%|Regalías sujetas al 25%|6010690000000000000|D|0|X|X
2|601.7|0|G|G|X|X|Regalías sujetas al 30%|Regalías sujetas al 30%|6010700000000000000|D|0|X|X
2|601.71|0|G|G|X|X|Regalías sin retención|Regalías sin retención|6010710000000000000|D|0|X|X
2|601.72|0|G|G|X|X|Fletes y acarreos|Fletes y acarreos|6010720000000000000|D|0|X|X
2|601.73|0|G|G|X|X|Gastos de importación|Gastos de importación|6010730000000000000|D|0|X|X
2|601.74|0|G|G|X|X|Comisiones sobre ventas|Comisiones sobre ventas|6010740000000000000|D|0|X|X
2|601.75|0|G|G|X|X|Comisiones por tarjetas de crédito|Comisiones por tarjetas de crédito|6010750000000000000|D|0|X|X
2|601.76|0|G|G|X|X|Patentes y marcas|Patentes y marcas|6010760000000000000|D|0|X|X
2|601.77|0|G|G|X|X|Uniformes|Uniformes|6010770000000000000|D|0|X|X
2|601.78|0|G|G|X|X|Prediales|Prediales|6010780000000000000|D|0|X|X
2|601.79|0|G|G|X|X|Gastos generales de urbanización|Gastos generales de urbanización|6010790000000000000|D|0|X|X
2|601.8|0|G|G|X|X|Gastos generales de construcción|Gastos generales de construcción|6010800000000000000|D|0|X|X
2|601.81|0|G|G|X|X|Fletes del extranjero|Fletes del extranjero|6010810000000000000|D|0|X|X
2|601.82|0|G|G|X|X|Recolección de bienes del sector agropecuario y/o ganadero|Recolección de bienes del sector agropecuario y/o ganadero|6010820000000000000|D|0|X|X
2|601.83|1|G|G|X|X|Gastos no deducibles|Gastos no deducibles (sin requisitos fiscales)|6010830000000000000|D|0|X|CC_GND
2|601.84|1|G|G|X|X|Gastos Generales|Otros gastos generales|6010840000000000000|D|0|X|X
1|602|1|G|G|X|X|Gastos de venta|Gastos de venta|6020000000000000000|D|1|X|X
